NAME,pop,state,county
"Ocean County, New Jersey",596415,34,029
"Atlantic County, New Jersey",266105,34,001
"Middlesex County, New Jersey",825920,34,023
"Salem County, New Jersey",62990,34,033
"Cape May County, New Jersey",93086,34,009
"Camden County, New Jersey",506738,34,007
"Union County, New Jersey",554033,34,039
"Hudson County, New Jersey",670046,34,017
"Hunterdon County, New Jersey",124823,34,019
"Morris County, New Jersey",493379,34,027
"Hidalgo County, New Mexico",4297,35,023
"McKinley County, New Mexico",72438,35,031
"Sandoval County, New Mexico",142704,35,043
"Grant County, New Mexico",27669,35,017
"Curry County, New Mexico",49732,35,009
"Lee County, Texas",17058,48,287
"Tarrant County, Texas",2049770,48,439
"Anderson County, Texas",57810,48,001
"Ellis County, Texas",173772,48,139
"Jackson County, Texas",14816,48,239
"Kerr County, Texas",51843,48,265
"Milam County, Texas",24770,48,331
"Comanche County, Texas",13529,48,093
"Falls County, Texas",17272,48,145
"Brooks County, Texas",7141,48,047
"Austin County, Texas",29764,48,015
"Kenedy County, Texas",568,48,261
"Colorado County, Texas",21224,48,089
"San Patricio County, Texas",67008,48,409
"Randall County, Texas",134026,48,381
"San Saba County, Texas",5991,48,411
"Schleicher County, Texas",2983,48,413
"Zavala County, Texas",12039,48,507
"Calhoun County, Texas",21668,48,057
"Foard County, Texas",1275,48,155
"Goliad County, Texas",7565,48,175
"Hamilton County, Texas",8332,48,193
"Mitchell County, Texas",8523,48,335
"Titus County, Texas",32640,48,449
"Lavaca County, Texas",20021,48,285
"Terry County, Texas",12528,48,445
"Wise County, Texas",66290,48,497
"Matagorda County, Texas",36774,48,321
"Pecos County, Texas",15815,48,371
"Rockwall County, Texas",97175,48,397
"Taylor County, Texas",136870,48,441
"Throckmorton County, Texas",1436,48,447
"Walker County, Texas",72321,48,471
"Wood County, Texas",44366,48,499
"Aransas County, Texas",24462,48,007
"Cochran County, Texas",2887,48,079
"Coke County, Texas",3303,48,081
"Coryell County, Texas",75280,48,099
"Hemphill County, Texas",3994,48,211
"Moore County, Texas",21399,48,341
"Potter County, Texas",119674,48,375
"San Augustine County, Texas",8286,48,405
"Shackelford County, Texas",3296,48,417
"Starr County, Texas",64078,48,427
"Upton County, Texas",3659,48,461
"Brown County, Texas",37855,48,049
"Hall County, Texas",3048,48,191
"Franklin County, Texas",10716,48,159
"Frio County, Texas",19871,48,163
"Lampasas County, Texas",20862,48,281
"Orleans County, Vermont",26901,50,019
"Grand Isle County, Vermont",7022,50,013
"Chittenden County, Vermont",162646,50,007
"Lamoille County, Vermont",25318,50,015
"Franklin County, Vermont",49116,50,011
"Caledonia County, Vermont",30234,50,005
"Windham County, Vermont",42823,50,025
"Bennington County, Vermont",35746,50,003
"Addison County, Vermont",36882,50,001
"Essex County, Vermont",6200,50,009
"Eddy County, New Mexico",57732,35,015
"Mora County, New Mexico",4536,35,033
"San Juan County, New Mexico",126515,35,045
"Benton County, Mississippi",8232,28,009
"Franklin County, Mississippi",7733,28,037
"Coahoma County, Mississippi",23255,28,027
"Jasper County, Mississippi",16505,28,061
"Jones County, Mississippi",68352,28,067
"Walthall County, Mississippi",14477,28,147
"Monroe County, Mississippi",35673,28,095
"Pontotoc County, Mississippi",31618,28,115
"Holmes County, Mississippi",17737,28,051
"Amite County, Mississippi",12412,28,005
"Madison County, Mississippi",104562,28,089
"Calhoun County, Mississippi",14499,28,013
"Marion County, Mississippi",24990,28,091
"Tishomingo County, Mississippi",19441,28,141
"Wayne County, Mississippi",20373,28,153
"Greene County, Mississippi",13645,28,041
"Marshall County, Mississippi",35599,28,093
"Quitman County, Mississippi",7187,28,119
"Pearl River County, Mississippi",55219,28,109
"Leake County, Mississippi",22792,28,079
"Neshoba County, Mississippi",29332,28,099
"Rankin County, Mississippi",152677,28,121
"Washington County, Mississippi",46057,28,151
"Lawrence County, Mississippi",12633,28,077
"Perry County, Mississippi",12006,28,111
"Chickasaw County, Mississippi",17193,28,017
"Carroll County, Mississippi",10070,28,015
"George County, Mississippi",23917,28,039
"Grenada County, Mississippi",21088,28,043
"Jefferson County, Mississippi",7225,28,063
"Newton County, Mississippi",21360,28,101
"Prentiss County, Mississippi",25255,28,117
"Sharkey County, Mississippi",4404,28,125
"Choctaw County, Mississippi",8277,28,019
"Hancock County, Mississippi",46961,28,045
"Itawamba County, Mississippi",23462,28,057
"Issaquena County, Mississippi",1361,28,055
"Jackson County, Mississippi",142376,28,059
"Leflore County, Mississippi",29222,28,083
"Tunica County, Mississippi",9988,28,143
"Claiborne County, Mississippi",9089,28,021
"Harrison County, Mississippi",204502,28,047
"Lauderdale County, Mississippi",76279,28,075
"Lincoln County, Mississippi",34320,28,085
"Simpson County, Mississippi",26888,28,127
"Winston County, Mississippi",18229,28,159
"Attala County, Mississippi",18437,28,007
"Lamar County, Mississippi",61969,28,073
"Lee County, Mississippi",85072,28,081
"Tallahatchie County, Mississippi",14158,28,135
"Smith County, Mississippi",16009,28,129
"Warren County, Mississippi",46519,28,149
"Clarke County, Mississippi",15770,28,023
"Montgomery County, Mississippi",10068,28,097
"Oktibbeha County, Mississippi",49512,28,105
"Washington County, Vermont",58350,50,023
"Millard County, Utah",12854,49,027
"Tooele County, Utah",67397,49,045
"Washington County, Utah",165811,49,053
"Kane County, Utah",7484,49,025
"Summit County, Utah",41103,49,043
"Grand County, Utah",9640,49,019
"Piute County, Utah",1866,49,031
"Rich County, Utah",2389,49,033
"Wasatch County, Utah",31708,49,051
"Beaver County, Utah",6517,49,001
"Box Elder County, Utah",53946,49,003
"Iron County, Utah",51213,49,021
"Sanpete County, Utah",29850,49,039
"Sevier County, Utah",21280,49,041
"Weber County, Utah",251498,49,057
"San Juan County, Utah",15302,49,037
"Salt Lake County, Utah",1133646,49,035
"Daggett County, Utah",613,49,009
"Wayne County, Utah",2689,49,055
"Carbon County, Utah",20308,49,007
"Morgan County, Utah",11664,49,029
"Cache County, Utah",124165,49,005
"Juab County, Utah",11301,49,023
"James City County, Virginia",74916,51,095
"Russell County, Virginia",27141,51,167
"Smyth County, Virginia",30767,51,173
"Charlottesville city, Virginia",47096,51,540
"Campbell County, Virginia",55225,51,031
"Henrico County, Virginia",327535,51,087
"King George County, Virginia",26229,51,099
"Lancaster County, Virginia",10724,51,103
"Lee County, Virginia",23948,51,105
"Mathews County, Virginia",8788,51,115
"Middlesex County, Virginia",10675,51,119
"Prince George County, Virginia",38114,51,149
"Richmond County, Virginia",8884,51,159
"Scott County, Virginia",21902,51,169
"Spotsylvania County, Virginia",132833,51,177
"Appomattox County, Virginia",15707,51,011
"Franklin County, Virginia",56187,51,067
"King and Queen County, Virginia",7042,51,097
"Montgomery County, Virginia",98140,51,121
"New Kent County, Virginia",21686,51,127
"Cumberland County, Virginia",9824,51,049
"Dickenson County, Virginia",14756,51,051
"Halifax County, Virginia",34552,51,083
"Loudoun County, Virginia",395134,51,107
"Prince William County, Virginia",461423,51,153
"Southampton County, Virginia",17880,51,175
"Highland County, Virginia",2204,51,091
"Caroline County, Virginia",30381,51,033
"Gloucester County, Virginia",37222,51,073
"Patrick County, Virginia",17748,51,141
"Powhatan County, Virginia",28815,51,145
"Shenandoah County, Virginia",43224,51,171
"Fauquier County, Virginia",69728,51,061
"Staunton city, Virginia",24432,51,790
"Fluvanna County, Virginia",26594,51,065
"Webster County, Mississippi",9768,28,155
"Alcorn County, Mississippi",37090,28,003
"Clay County, Mississippi",19640,28,025
"Covington County, Mississippi",18978,28,031
"Humphreys County, Mississippi",8389,28,053
"Dauphin County, Pennsylvania",275632,42,043
"Franklin County, Pennsylvania",154147,42,055
"Union County, Pennsylvania",45111,42,119
"Wayne County, Pennsylvania",51422,42,127
"Bedford County, Pennsylvania",48337,42,009
"Monroe County, Pennsylvania",168032,42,089
"Huntingdon County, Pennsylvania",45369,42,061
"Washington County, Pennsylvania",207212,42,125
"Philadelphia County, Pennsylvania",1579075,42,101
"York County, Pennsylvania",445565,42,133
"Indiana County, Pennsylvania",85032,42,063
"Cumberland County, Pennsylvania",249328,42,041
"Allegheny County, Pennsylvania",1221744,42,003
"Westmoreland County, Pennsylvania",352590,42,129
"Forest County, Pennsylvania",7313,42,053
"Blair County, Pennsylvania",123157,42,013
"Lawrence County, Pennsylvania",86727,42,073
"Bradford County, Pennsylvania",60963,42,015
"Cambria County, Pennsylvania",133009,42,021
"Chester County, Pennsylvania",519560,42,029
"Berks County, Pennsylvania",418025,42,011
"Mifflin County, Pennsylvania",46276,42,087
"Mercer County, Missouri",3644,29,129
"Wright County, Missouri",18203,29,229
"Clay County, Missouri",242516,29,047
"Dent County, Missouri",15545,29,065
"Saline County, Missouri",22976,29,195
"Worth County, Missouri",2027,29,227
"Grundy County, Missouri",9992,29,079
"Morgan County, Missouri",20271,29,141
"Reynolds County, Missouri",6290,29,179
"St. Louis County, Missouri",996919,29,189
"Stone County, Missouri",31615,29,209
"Barry County, Missouri",35530,29,009
"Boone County, Missouri",177651,29,019
"Cole County, Missouri",76723,29,051
"Crawford County, Missouri",24154,29,055
"Iron County, Missouri",10164,29,093
"Livingston County, Missouri",15126,29,117
"Moniteau County, Missouri",16046,29,135
"Pemiscot County, Missouri",16663,29,155
"Pettis County, Missouri",42355,29,159
"Shannon County, Missouri",8217,29,203
"Randolph County, Missouri",24878,29,175
"Dunklin County, Missouri",30027,29,069
"Franklin County, Missouri",103191,29,071
"Howard County, Missouri",10058,29,089
"Jackson County, Missouri",696216,29,095
"Miller County, Missouri",25201,29,131
"Putnam County, Missouri",4781,29,171
"Taney County, Missouri",55114,29,213
"Buchanan County, Missouri",88460,29,021
"Caldwell County, Missouri",9039,29,025
"Radford city, Virginia",17691,51,750
"Winchester city, Virginia",27897,51,840
"Accomack County, Virginia",32673,51,001
"Craig County, Virginia",5110,51,045
"Floyd County, Virginia",15704,51,063
"Giles County, Virginia",16772,51,071
"Grayson County, Virginia",15742,51,077
"Nottoway County, Virginia",15433,51,135
"Rappahannock County, Virginia",7378,51,157
"Charles City County, Virginia",7014,51,036
"Culpeper County, Virginia",51101,51,047
"Dinwiddie County, Virginia",28485,51,053
"Greene County, Virginia",19519,51,079
"Hanover County, Virginia",105537,51,085
"Lunenburg County, Virginia",12282,51,111
"Orange County, Virginia",36010,51,137
"Emporia city, Virginia",5442,51,595
"Wythe County, Virginia",28844,51,197
"Chesapeake city, Virginia",239982,51,550
"Harrisonburg city, Virginia",53273,51,660
"Albemarle County, Virginia",107405,51,003
"Bedford County, Virginia",78376,51,019
"Buckingham County, Virginia",17059,51,029
"Wise County, Virginia",38486,51,195
"Covington city, Virginia",5598,51,580
"Portsmouth city, Virginia",95097,51,740
"Virginia Beach city, Virginia",450201,51,810
"Alleghany County, Virginia",15157,51,005
"Galax city, Virginia",6517,51,640
"Westmoreland County, Virginia",17751,51,193
"Northumberland County, Virginia",12190,51,133
"Pulaski County, Virginia",34182,51,155
"Warren County, Virginia",39492,51,187
"Danville city, Virginia",41070,51,590
"Fredericksburg city, Virginia",28622,51,630
"Amherst County, Virginia",31775,51,009
"Bath County, Virginia",4307,51,017
"Hopewell city, Virginia",22456,51,670
"Newport News city, Virginia",179673,51,700
"Frederick County, Virginia",86415,51,069
"Lynchburg city, Virginia",80569,51,680
"York County, Virginia",67982,51,199
"Martinsville city, Virginia",12852,51,690
"Nelson County, Virginia",14831,51,125
"Pittsylvania County, Virginia",61256,51,143
"Buena Vista city, Virginia",6484,51,530
"Falls Church city, Virginia",14128,51,610
"Petersburg city, Virginia",31362,51,730
"Poquoson city, Virginia",12090,51,735
"Fairfax city, Virginia",23531,51,600
"Waynesboro city, Virginia",22140,51,820
"Roanoke city, Virginia",99229,51,770
"Suffolk city, Virginia",90093,51,800
"Norfolk city, Virginia",244601,51,710
"Amelia County, Virginia",12953,51,007
"Chesterfield County, Virginia",343551,51,041
"Fairfax County, Virginia",1145862,51,059
"Okanogan County, Washington",41842,53,047
"Kittitas County, Washington",45897,53,037
"Cass County, Missouri",103597,29,037
"Clinton County, Missouri",20500,29,049
"Dallas County, Missouri",16617,29,059
"Hickory County, Missouri",9404,29,085
"Lincoln County, Missouri",56477,29,113
"Monroe County, Missouri",8629,29,137
"Newton County, Missouri",58180,29,145
"Pike County, Missouri",18455,29,163
"St. Charles County, Missouri",394290,29,183
"Cape Girardeau County, Missouri",78491,29,031
"Coffee County, Tennessee",55209,47,031
"Fayette County, Tennessee",40164,47,047
"Hancock County, Tennessee",6587,47,067
"Hawkins County, Tennessee",56611,47,073
"Johnson County, Tennessee",17753,47,091
"Lincoln County, Tennessee",33924,47,103
"Macon County, Tennessee",23842,47,111
"Moore County, Tennessee",6378,47,127
"Robertson County, Tennessee",70280,47,147
"Franklin County, Tennessee",41725,47,051
"Blount County, Tennessee",129927,47,009
"Cheatham County, Tennessee",40181,47,021
"Carter County, Tennessee",56433,47,019
"Grainger County, Tennessee",23101,47,057
"Giles County, Tennessee",29285,47,055
"Lauderdale County, Tennessee",25989,47,097
"Lawrence County, Tennessee",43390,47,099
"Madison County, Tennessee",97625,47,113
"Marion County, Tennessee",28538,47,115
"Overton County, Tennessee",22068,47,133
"Pickett County, Tennessee",5079,47,137
"Wayne County, Tennessee",16693,47,181
"Williamson County, Tennessee",225389,47,187
"Bedford County, Tennessee",48292,47,003
"Greene County, Tennessee",68834,47,059
"Cumberland County, Tennessee",59216,47,035
"Van Buren County, Tennessee",5760,47,175
"Claiborne County, Tennessee",31732,47,025
"Hickman County, Tennessee",24813,47,081
"Humphreys County, Tennessee",18435,47,085
"Putnam County, Tennessee",77447,47,141
"Sevier County, Tennessee",97068,47,155
"Stewart County, Tennessee",13427,47,161
"Chester County, Tennessee",17190,47,023
"Decatur County, Tennessee",11686,47,039
"Jackson County, Tennessee",11682,47,087
"McNairy County, Tennessee",25844,47,109
"Roane County, Tennessee",53075,47,145
"Bradley County, Tennessee",105749,47,011
"Hamblen County, Tennessee",64132,47,063
"Union County, Tennessee",19488,47,173
"Hardin County, Tennessee",25715,47,071
"Dickson County, Tennessee",52680,47,043
"Morgan County, Tennessee",21545,47,129
"Monroe County, Tennessee",46064,47,123
"Henry County, Tennessee",32284,47,079
"Crockett County, Tennessee",14399,47,033
"Lake County, Tennessee",7401,47,095
"Knox County, Tennessee",461104,47,093
"Benton County, Washington",197518,53,005
"Clark County, Washington",473252,53,011
